ID;ParentID;Tipo;Secuencia;Descripción;Cliente;Vehículo;RefInterno;versión;Imagen;Consumo;Unidad;Sourcing;Código
1142;1135;Insumo;7; HILO UNION NEGRO TEX 70 - 40/3 (P703)   ;;;;;;0.006; KG   ;; BX69-11527E    
1143;1135;Insumo;8; PLACA DE ESPUMA PU 60 KG/M3 ESP 4 MM 0.5;;;;;;0.0125; UN   ;; ES-P-60-4-01   
1144;1135;Insumo;9; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;4.12e-05; ROLL ;; ET-SATO-100X60 
1145;1135;Insumo;10; ETIQUETA AUTOADHESIVA                   ;;;;;;2; UN   ;; ET-SATO-50X20  
1146;;Pieza Final;1;;;;;;;;;;0247614-03-FZHE
1147;1146;Insumo;1; SUSTRATO PLASTICO APB PUERTA P703 TRAS D;;;;;;1; UN   ;; 0024767302-FZHE
1148;1146;Insumo;2; VINILO SANSUY SANFOAM PREMIUM III CL100 ;;;;;;0.089; MTL  ;; 124.602.0228-1 
1149;1146;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.00083; BI   ;; AD - ADFA15    
1150;1146;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.00083; BO   ;; AD - REGV0.6   
1151;1146;Insumo;5; HILO VISTA URBEN GREY TEX 181- 20/3 (P70;;;;;;0.0005; KG   ;; BX138A-1530E   
1152;1146;Insumo;6; HILO UNION NEGRO TEX 70 - 40/3 (P703)   ;;;;;;0.0006; KG   ;; BX69-11527E    
1153;1146;Insumo;7; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;4.12e-05; ROLL ;; ET-SATO-100X60 
1154;1146;Insumo;8; ETIQUETA AUTOADHESIVA                   ;;;;;;2; UN   ;; ET-SATO-50X20  
1155;1146;Insumo;9; TROQUELADO P703 TRASERO DERECHO         ;;;;;;1; UN   ;; TRO-024-T-DER  
1156;;Pieza Final;1;;;;;;;;;;0247614-04-FZHE
1157;1156;Insumo;1; SUSTRATO PLASITCO APB TRAS DER          ;;;;;;1; UN   ;; 00247673-03-FZH
1158;1156;Insumo;2; VINILO SANSUY SANFOAM PREMIUM III CL100 ;;;;;;0.089; MTL  ;; 124.602.0228-1 
1159;1156;Insumo;3; Fitimpress TR AC 50G FITIM RL 1170m x 10;;;;;;0.025; ROLL ;; 3M-HB004040869 
1160;1156;Insumo;4; ADHESIVO FA X 18 L.                     ;;;;;;0.00083; BI   ;; AD - ADFA15    
1161;1156;Insumo;5; RETICULANTE GV X 0.6 KG                 ;;;;;;0.00083; BO   ;; AD - REGV0.6   
1162;1156;Insumo;6; HILO VISTA URBEN GREY TEX 181- 20/3 (P70;;;;;;0.005; KG   ;; BX138A-1530E   
1163;1156;Insumo;7; HILO UNION NEGRO TEX 70 - 40/3 (P703)   ;;;;;;0.006; KG   ;; BX69-11527E    
1164;1156;Insumo;8; PLACA DE ESPUMA PU 60 KG/M3 ESP 4 MM 0.5;;;;;;0.0125; UN   ;; ES-P-60-4-01   
1165;1156;Insumo;9; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;4.12e-05; ROLL ;; ET-SATO-100X60 
1166;1156;Insumo;10; ETIQUETA AUTOADHESIVA                   ;;;;;;2; UN   ;; ET-SATO-50X20  
1167;;Pieza Final;1;;;;;;;;;;0247615-02-FZHE
1168;1167;Insumo;1; PLASTICO TOP ROLL LH                    ;;;;;;1; UN   ;; 00247640-01-FZH
1169;1167;Insumo;2; VINILO SANSUY SANFOAM PREMIUM III CL100 ;;;;;;0.133; MTL  ;; 124.602.0228-1 
1170;1167;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.00083; BI   ;; AD - ADFA15    
1171;1167;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.00083; BO   ;; AD - REGV0.6   
1172;1167;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;4.12e-05; ROLL ;; ET-SATO-100X60 
1173;1167;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;2; UN   ;; ET-SATO-50X20  
1174;1167;Insumo;7; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.0009; BI   ;; PPBL - 3A      
1175;1167;Insumo;8; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.0009; BI   ;; PPBL - 3B      
1176;;Pieza Final;1;;;;;;;;;;0247616-02-FZHE
1177;1176;Insumo;1; PLASTICO TOP ROLL RH                    ;;;;;;1; UN   ;; 00247641-01-FZH
1178;1176;Insumo;2; VINILO SANSUY SANFOAM PREMIUM III CL100 ;;;;;;0.133; MTL  ;; 124.602.0228-1 
1179;1176;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.00083; BI   ;; AD - ADFA15    
1180;1176;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.00083; BO   ;; AD - REGV0.6   
1181;1176;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;4.12e-05; ROLL ;; ET-SATO-100X60 
1182;1176;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;2; UN   ;; ET-SATO-50X20  
1183;1176;Insumo;7; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.0009; BI   ;; PPBL - 3A      
1184;1176;Insumo;8; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.0009; BI   ;; PPBL - 3B      
1185;;Pieza Final;1;;;;;;;;;;0249975-03-NHZD
1186;1185;Insumo;1; MISTRAL ZINA PIP 6TI                    ;;;;;;0.206; MTL  ;; 630140ZN65277I 
1187;1185;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.0833; BI   ;; AD - ADFA15    
1188;1185;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.0833; BO   ;; AD - REGV0.6   
1189;1185;Insumo;4; HILO NARANJA P21 L000192 BX92EX-12124E  ;;;;;;0.0009; KG   ;; BX92EX-12124E  
1190;1185;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.0013125; ROLL ;; ET-SATO-100X60 
1191;1185;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;1.05; UN   ;; ET-SATO-50X20  
1192;1185;Insumo;7; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;0.0003641; KG   ;; GM30W-49990    
1193;1185;Insumo;8; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.008734; BI   ;; PPBL - 3A      
1194;1185;Insumo;9; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.008734; BI   ;; PPBL - 3B      
1195;;Pieza Final;1;;;;;;;;;;0249976-03-NHZD
1196;1195;Insumo;1; MISTRAL ZINA PIP 6TI                    ;;;;;;0.206; MTL  ;; 630140ZN65277I 
1197;1195;Insumo;2; ADHESIVO FA X 18 L.                     ;;;;;;0.0833; BI   ;; AD - ADFA15    
1198;1195;Insumo;3; RETICULANTE GV X 0.6 KG                 ;;;;;;0.0833; BO   ;; AD - REGV0.6   
1199;1195;Insumo;4; HILO NARANJA P21 L000192 BX92EX-12124E  ;;;;;;0.0009; KG   ;; BX92EX-12124E  
1200;1195;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.0013125; ROLL ;; ET-SATO-100X60 
1201;1195;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;1.05; UN   ;; ET-SATO-50X20  
1202;1195;Insumo;7; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;0.0003641; KG   ;; GM30W-49990    
1203;1195;Insumo;8; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.008734; BI   ;; PPBL - 3A      
1204;1195;Insumo;9; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.008734; BI   ;; PPBL - 3B      
1205;;Pieza Final;1;;;;;;;;;;0251837-01-NHZD
1206;1205;Insumo;1; INSERTO PLASTICO LH P21 CUERO           ;;;;;;1; UN   ;; 0240436-03-NHZD
1207;1205;Insumo;2; MISTRAL ZINA PIP 6TI                    ;;;;;;0.226; MTL  ;; 630140ZN65277I 
1208;1205;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.0833; BI   ;; AD - ADFA15    
1209;1205;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.0833; BO   ;; AD - REGV0.6   
1210;1205;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.0013125; ROLL ;; ET-SATO-100X60 
1211;1205;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;1.05; UN   ;; ET-SATO-50X20  
1212;1205;Insumo;7; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;0.0003641; KG   ;; GM30W-49990    
1213;1205;Insumo;8; HILO_COAT_NEOPHIL_TEX92_COL630YJ_S537   ;;;;;;0.0009; KG   ;; NEO_630YJ_TEX92
1214;1205;Insumo;9; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.008734; BI   ;; PPBL - 3A      
1215;1205;Insumo;10; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.008734; BI   ;; PPBL - 3B      
1216;;Pieza Final;1;;;;;;;;;;0251841-01-NHZD
1217;1216;Insumo;1; INSERTO PLASTICO RH P21 CUERO           ;;;;;;1; UN   ;; 0240410-03-NHZD
1218;1216;Insumo;2; MISTRAL ZINA PIP 6TI                    ;;;;;;0.226; MTL  ;; 630140ZN65277I 
1219;1216;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.083; BI   ;; AD - ADFA15    
1220;1216;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.083; BO   ;; AD - REGV0.6   
1221;1216;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.0013125; ROLL ;; ET-SATO-100X60 
1222;1216;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;1.05; UN   ;; ET-SATO-50X20  
1223;1216;Insumo;7; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;0.0003641; KG   ;; GM30W-49990    
1224;1216;Insumo;8; HILO_COATS_NEOPHIL_TEX92_COL631YJ_S537  ;;;;;;0.0009; KG   ;; NEO-631YJ-TEX92
1225;1216;Insumo;9; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.008734; BI   ;; PPBL - 3A      
1226;1216;Insumo;10; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.008734; BI   ;; PPBL - 3B      
1227;;Pieza Final;1;;;;;;;;;;0252631-02-NHZD
1228;1227;Insumo;1; PLSTICO APB 21 DER                      ;;;;;;1; UNI  ;; 00240410-04NHZD
1229;1227;Insumo;2; MISTRAL ZINA PIP 6TI                    ;;;;;;0.226; MTL  ;; 630140ZN65277I 
1230;1227;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.083; BI   ;; AD - ADFA15    
1231;1227;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.083; BO   ;; AD - REGV0.6   
1232;1227;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.0013125; ROLL ;; ET-SATO-100X60 
1233;1227;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;1.05; UN   ;; ET-SATO-50X20  
1234;1227;Insumo;7; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;0.0003641; KG   ;; GM30W-49990    
1235;1227;Insumo;8; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.008734; BI   ;; PPBL - 3A      
1236;1227;Insumo;9; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.008734; BI   ;; PPBL - 3B      
1237;;Pieza Final;1;;;;;;;;;;0252632-02-NHZD
1238;1237;Insumo;1; PLASTICO APB 21 IZQ                     ;;;;;;1; UNI  ;; 00240436-04NHZD
1239;1237;Insumo;2; MISTRAL ZINA PIP 6TI                    ;;;;;;0.226; MTL  ;; 630140ZN65277I 
1240;1237;Insumo;3; ADHESIVO FA X 18 L.                     ;;;;;;0.083; BI   ;; AD - ADFA15    
1241;1237;Insumo;4; RETICULANTE GV X 0.6 KG                 ;;;;;;0.083; BO   ;; AD - REGV0.6   
1242;1237;Insumo;5; ETIQUETA TERMICA 100X60 IMPRESORA SATO  ;;;;;;0.0013125; ROLL ;; ET-SATO-100X60 
1243;1237;Insumo;6; ETIQUETA AUTOADHESIVA                   ;;;;;;1.05; UN   ;; ET-SATO-50X20  
1244;1237;Insumo;7; HILO 30/3 W4999 NEGRO BILEVICH          ;;;;;;0.0003641; KG   ;; GM30W-49990    
1245;1237;Insumo;8; PRIMER PPBL 4 - PARTE A X 5 LTS         ;;;;;;0.008734; BI   ;; PPBL - 3A      
1246;1237;Insumo;9; PRIMER PPBL 4 - PARTE B X 180L          ;;;;;;0.008734; BI   ;; PPBL - 3B      
1247;;Pieza Final;1;;;;;;;;;;0253601-01-638D
1248;1247;Insumo;1; INSERTO PLASTICO C/CANALETA APB BSUV RH ;;;;;;1; UN   ;; 0024439302-V187
1249;1247;Insumo;2; HILO JOIN (UNION) 100% POLIAMIDA (NYLON);;;;;;0.00015; KG   ;; B737-030-697YJ 
1250;1247;Insumo;3; 5 PI CAI 12 KG Caja de 12 Kg            ;;;;;;0.03; KG   ;; CQ-7080        
1251;1247;Insumo;4; ETIQUETA AUTOADHESIVA                   ;;;;;;1; UN   ;; ET-SATO-50X20  
1252;1247;Insumo;5; HILO APB BSUV PORCELAIN BLUE            ;;;;;;0.00058; KG   ;; FX483TK-11775E 
1253;1247;Insumo;6; VINILO BONDEADO DIAMOND CAPTAIN BLUE PU3;;;;;;0.344; MTS  ;; VB-DCB-PU35-2  
1254;;Pieza Final;1;BOP SEAL CENTER AIR REGISTER LHS      ;;;;;;;;;1015175
1255;1254;Insumo;1;" 9471LE  24"" x 180 Yds. (0.6096 x 164.592";;;;;;2.7e-05; ROLL ;; 3M-70006448743 
1256;1254;Insumo;2; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;;;;;;0.001; UN   ;; BA 60 90       
1257;1254;Insumo;3; PU 28KG ESPUMA BCA 8MM PLACA 2050X1000  ;;;;;;0.00147; UN   ;; PU28B-8        
1258;;Pieza Final;1;VAINA EJE DE COMANDO                  ;;;;;;;;;105555
1259;1258;Insumo;1; Mano de Obra Externa 105555             ;;;;;;1; KG   ;; MOE-105555     
1260;;Pieza Final;1;EJE ACCIONAMIENTO PLACA               ;;;;;;;;;105560
1261;1260;Insumo;1; Mano de Obra Externa 105560             ;;;;;;1; KG   ;; MOE-105560     
1262;;Pieza Final;1;EJE PIVOTEO RESPALDO                  ;;;;;;;;;105587
1263;1262;Insumo;1; Mano de Obra Externa 105587             ;;;;;;1; KG   ;; MOE-105587     
1264;;Pieza Final;1;EJE TOPE RESPALDO                     ;;;;;;;;;105588
1265;1264;Insumo;1; Mano de Obra Externa 105588             ;;;;;;1; KG   ;; MOE-105588     
1266;;Pieza Final;1;EJE TOPE                              ;;;;;;;;;105767
1267;1266;Insumo;1; Mano de Obra Externa 105767             ;;;;;;1; KG   ;; MOE-105767     
1268;;Pieza Final;1;ALAMBRE TENSOR COBERTURA              ;;;;;;;;;108195
1269;1268;Insumo;1; COMPRA 9601038                          ;;;;;;1; UN   ;; MOE-108195     
1270;;Pieza Final;1;BOP GLOVE BOX UP INSULATOR ADHESIVED  ;;;;;;;;;1252902
1271;1270;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.16667; UN   ;; F750-7295      
1272;;Pieza Final;1;BOP GLOVE BOX LF INSULATOR ADHESIVED 9;;;;;;;;;1252903
1273;1272;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.0125; UN   ;; F750-7295      
1274;;Pieza Final;1;BOP AIRBAG DOOR TAPE                  ;;;;;;;;;1254305
1275;1274;Insumo;1; CINTA DE ENMASCARAR 3M Prop. Gral. 48mm ;;;;;;0.02; ROLL ;; 3M-TE060816150 
1276;;Pieza Final;1;Liner F/FLR consola                   ;;;;;;;;;13377588
1277;1276;Insumo;1; Punz. PES 320 grs/m NEGRO ANCHO 2MT     ;;;;;;0.01087; MTS  ;; TPES320N       
1278;;Pieza Final;1;Insonorizante Extension Consola RH    ;;;;;;;;;13473931
1279;1278;Insumo;1;" 9471LE  24"" x 180 Yds. (0.6096 x 164.592";;;;;;1e-05; ROLL ;; 3M-70006448743 
1280;1278;Insumo;2; TC2303 ACST 60in x 600ft                ;;;;;;1.40253; MT2  ;; 3M-75347242903 
1281;1278;Insumo;3; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;;;;;;0.02; UN   ;; BA 60 90       
1282;1278;Insumo;4; PAPEL TISSUE ADH BIFAZ 620MM            ;;;;;;0.130286; MT2  ;; BARACK09       
1283;;Pieza Final;1;Insonorizante Tras PdP                ;;;;;;;;;13474289
1284;1283;Insumo;1; TC2303 ACST 60in x 600ft                ;;;;;;3.8911; MT2  ;; 3M-75347242903 
1285;1283;Insumo;2; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;;;;;;0.04; UN   ;; BA 60 90       
1286;;Pieza Final;1;Insonorizante Del PdP                 ;;;;;;;;;13474513
1287;1286;Insumo;1; TC2303 ACST 60in x 600ft                ;;;;;;3.6812; MT2  ;; 3M-75347242903 
1288;1286;Insumo;2; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;;;;;;0.04; UN   ;; BA 60 90       
1289;;Pieza Final;1;BOP LOCATOR SEALING PAD               ;;;;;;;;;1386158
1290;1289;Insumo;1; Eva Soft. 12 mm - Placa.                ;;;;;;0.00085; UN   ;; ESOFT-12       
1291;;Pieza Final;1;FOAM BLOCK 50 x 26 x 26               ;;;;;;;;;1386164
1292;1291;Insumo;1;" 9471LE  24"" x 180 Yds. (0.6096 x 164.592";;;;;;8e-06; ROLL ;; 3M-70006448743 
1293;1291;Insumo;2; PU Aglom. 50 mm (90) - Placa 2x1        ;;;;;;0.0004; UN   ;; PUR90-50       
1294;;Pieza Final;1;;;;;;;;;;1386375XCB     
1295;1294;Insumo;1; ADHESIVADO DE MATERIALES                ;;;;;;0.01224; MT2  ;; AD-MAT         
1296;1294;Insumo;2; PU 28KG ESPUMA BCA 6MM PLACA 2050X1000  ;;;;;;0.0057; UN   ;; PU28B-6        
1297;;Pieza Final;1;BOP FOAM BLOCK                        ;;;;;;;;;1387454
1298;1297;Insumo;1; 9834 1220mm x 1000m DOBLE FAZ           ;;;;;;0; ROLL ;; 3M-TE110256320 
1299;1297;Insumo;2; Eva Soft 10 mm - Placa                  ;;;;;;0.00029; UN   ;; ESOFT-10       
1300;;Pieza Final;1;BOP FLAT FOAN PAD                     ;;;;;;;;;1387456
1301;1300;Insumo;1;" 9471LE  24"" x 180 Yds. (0.6096 x 164.592";;;;;;5e-06; ROLL ;; 3M-70006448743 
1302;1300;Insumo;2; PU 28KG ESPUMA BCA 3MM PLACA 2050X1000  ;;;;;;0.00048; UN   ;; PU28B-3        
1303;;Pieza Final;1;;;;;;;;;;1450428XXX     
1304;1303;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1305;;Pieza Final;1;;;;;;;;;;1450429XXX     
1306;1305;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1307;;Pieza Final;1;;;;;;;;;;1450430XXX     
1308;1307;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1309;;Pieza Final;1;;;;;;;;;;1450431XXX     
1310;1309;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1311;;Pieza Final;1;;;;;;;;;;1450433XXX     
1312;1311;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1313;;Pieza Final;1;;;;;;;;;;1450434XXX     
1314;1313;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1315;;Pieza Final;1;;;;;;;;;;1450435XXX     
1316;1315;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1317;;Pieza Final;1;;;;;;;;;;1450436XXX     
1318;1317;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1319;;Pieza Final;1;;;;;;;;;;1450437XXX     
1320;1319;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;1; UN   ;; F750-7295      
1321;;Pieza Final;1;;;;;;;;;;1450438XXX     
1322;1321;Insumo;1; Fieltro 750kg 720x950                   ;;;;;;0.1; UN   ;; F750-7295      
1323;;Pieza Final;1;BOP FOAM BLOCK 37x26x26               ;;;;;;;;;1459375
1324;1323;Insumo;1;" 9471LE  24"" x 180 Yds. (0.6096 x 164.592";;;;;;8e-06; ROLL ;; 3M-70006448743 
1325;1323;Insumo;2; PU Aglom. 37 mm (90) - Placa 2x1        ;;;;;;0.00037; UN   ;; PUR90-37       
1326;;Pieza Final;1;;;;;;;;;;1466540XCB     
1327;1326;Insumo;1; ADHESIVADO DE MATERIALES                ;;;;;;0.01224; MT2  ;; AD-MAT         
1328;1326;Insumo;2; PU 28KG ESPUMA BCA 6MM PLACA 2050X1000  ;;;;;;0.0056; UN   ;; PU28B-6        
1329;;Pieza Final;1;;;;;;;;;;1704955XXX     
1330;1329;Insumo;1;" 9471LE  24"" x 180 Yds. (0.6096 x 164.592";;;;;;1e-05; ROLL ;; 3M-70006448743 
1331;1329;Insumo;2; BOLSA CRISTAL C/FUELLE 60x90 CM 30 MICRO;;;;;;0.002; UN   ;; BA 60 90       
1332;1329;Insumo;3; Punz. TERMO 100 grs. + 20 grs. HR A: 2MT;;;;;;0.00116; MT2  ;; TPES100/PP20B-2
1333;;Pieza Final;1;FILM PARA ESTRIBO H60                 ;;;;;;;;;17101364
1334;1333;Insumo;1; VINILO AUTOADHESIVO 3M FUS1007 1220 MM X;;;;;;0.042; MTS  ;; FUS1007        
1335;;Pieza Final;1;ADHESIVO 3M RT8008 GRS NUMERATION PLAT;;;;;;;;;17500323
1336;1335;Insumo;1; RT8008PG 600MM X 660ML JUMBO EXPORT     ;;;;;;0.00376; MTS  ;; 3M-JT280048011 
1337;1335;Insumo;2; BOLSAS 20X30/ 20  CRISTAL VIRGEN        ;;;;;;0.01; UN   ;; BA 20 30       
1338;1335;Insumo;3; LAMINA PEAD 54/60 SILICONADA BOBINAS 50K;;;;;;0.00013; KG   ;; LPSIL 54/60    
1339;;Pieza Final;1;SA: 5107002978 TROQUELADO 3M ADHESIVE ;;;;;;;;;20013801
1340;1339;Insumo;1; PT 1500 300MM X 66M                     ;;;;;;0.00048; ROLL ;; 3M-TE001500053 
1341;1339;Insumo;2; LAMINA PEAD SILICONADA 100mm            ;;;;;;0.00263; KG   ;; LPSIL 100MM    
1342;;Pieza Final;1;SA: 5107002977 3M ADHESIVE BAND PT1500;;;;;;;;;20013802
1343;1342;Insumo;1; PT 1500 10MM X 66M                      ;;;;;;0.015152; ROLL ;; 3M-TE001500020 
1344;;Pieza Final;1;SA: 5107002979 Premier 3M Adhesion Pro;;;;;;;;;20013804
1345;1344;Insumo;1; PRIMER 4298 UV BO X 1 GAL (3,78L)       ;;;;;;1; LAT  ;; 3M-70070697258 
1346;;Pieza Final;1;;;;;;;;;;2009917U       
1347;1346;Insumo;1; ESTRUCTURA APOYACAB CTRL WEU            ;;;;;;1; UN   ;; 1058174X       
1348;1346;Insumo;2; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
1349;1346;Insumo;3; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
1350;1346;Insumo;4; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
1351;1346;Insumo;5; ESPUMA APOYACAB CTRL WEU                ;;;;;;1; UN   ;; 1086600X       
1352;1346;Insumo;6; PLASTICO APOYACAB CTRL WEU              ;;;;;;1; UN   ;; 1086601X       
1353;1346;Insumo;7; F APC RPUGP Cent TepAnthr1mm con decor  ;;;;;;1; UN   ;; 2017655U       
1354;1346;Insumo;8; KIT CORTE INTERNO APC CENT TEP ANTHRA   ;;;;;;1; UN   ;; 2020191X       
1355;1346;Insumo;9; Tep Anthrazit 1mm 1,60m (RPU)           ;;;;;;0.08502; MTL  ;;8301085
1356;1346;Insumo;10; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.00065; KG   ;;8301093
1357;1346;Insumo;11; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.0011; MTS  ;;8301094
1358;1346;Insumo;12; PALLETS                                 ;;;;;;0.005208; UN   ;; EMB0745        
1359;1346;Insumo;13; Etiquetas Cajas 200x100                 ;;;;;;0.020833; UN   ;; EMB0755        
1360;1346;Insumo;14; Etiquetas Fundas 60x30                  ;;;;;;1; UN   ;; EMB0756        
1361;1346;Insumo;15; Cinta transparente de packing 100 mtrs  ;;;;;;0.13125; MTS  ;; EMB0760        
1362;1346;Insumo;16; Ribbons 110mm*300 metros                ;;;;;;0.00834; MTS  ;; EMB0762        
1363;1346;Insumo;17; Ribbon etiq fundas 60 x 450mt           ;;;;;;0.03; MTS  ;; EMB0804        
1364;1346;Insumo;18; Caja Standard 1200*800*290              ;;;;;;0.02833; UN   ;; EMB0824        
1365;1346;Insumo;19; Tapa Standard 1225*810*100              ;;;;;;0.02833; UN   ;; EMB0826        
1366;1346;Insumo;20; Plancha 1190*795                        ;;;;;;0.04166; UN   ;; EMB0827        
1367;1346;Insumo;21; Kit Embalaje APC Central                ;;;;;;0.020833; UN   ;; EMB0828        
1368;;Pieza Final;1;;;;;;;;;;2009918U       
1369;1368;Insumo;1; ESTRUCTURA APOYACAB LAT WEU (V12EZ3)    ;;;;;;1; UN   ;; 1058173X-04    
1370;1368;Insumo;2; ESPUMA APOYACAB LAT WEU                 ;;;;;;1; UN   ;; 1087001X       
1371;1368;Insumo;3; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
1372;1368;Insumo;4; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
1373;1368;Insumo;5; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
1374;1368;Insumo;6; F APC RPUGP Lat TepAnthrazit con decor  ;;;;;;1; UN   ;; 2017650U       
1375;1368;Insumo;7; KIT CORTE INTERNO APC LAT TEP ANTHRA    ;;;;;;1; UN   ;; 2020186X       
1376;1368;Insumo;8; Tep Anthrazit 1mm 1,60m (RPU)           ;;;;;;0.12862; MTL  ;;8301085
1377;1368;Insumo;9; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.0006; KG   ;;8301093
1378;1368;Insumo;10; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.001; MTS  ;;8301094
1379;1368;Insumo;11; PALLETS                                 ;;;;;;0.013889; UN   ;; EMB0745        
1380;1368;Insumo;12; Etiquetas Cajas 200x100                 ;;;;;;0.05555; UN   ;; EMB0755        
1381;1368;Insumo;13; Etiquetas Fundas 60x30                  ;;;;;;1; UN   ;; EMB0756        
1382;1368;Insumo;14; Cinta transparente de packing 100 mtrs  ;;;;;;0.35; MTS  ;; EMB0760        
1383;1368;Insumo;15; separador gris 1000*290                 ;;;;;;0.05555; UN   ;; EMB0761        
1384;1368;Insumo;16; Ribbons 110mm*300 metros                ;;;;;;0.02223; MTS  ;; EMB0762        
1385;1368;Insumo;17; Ribbon etiq fundas 60 x 450mt           ;;;;;;0.03; MTS  ;; EMB0804        
